Group,Affiliation,Year,Vaccine,Target,Vaccinated,Coverage,Unvaccinated
GVAP Indicator,mic_nongavi,1993,dtp1,45864522,43099060,94,2765462
GVAP Indicator,mic_nongavi,1993,pol3,45864522,39035299,85,6829223
GVAP Indicator,mic_nongavi,1993,hepb3,45864522,1364694,3,44499828
GVAP Indicator,mic_nongavi,1993,dtp3,45864522,38751377,84,7113145
GVAP Indicator,mic_nongavi,1994,bcg,45907761,42121487,92,3786274
GVAP Indicator,mic_nongavi,1994,hepb3,44388860,4032389,9,40356471
GVAP Indicator,mic_nongavi,1994,hib3,44388860,0,0,44388860
GVAP Indicator,mic_nongavi,1994,mcv1,44388860,35436445,80,8952415
GVAP Indicator,mic_nongavi,1994,rcv1,44388860,1301268,3,43087592
GVAP Indicator,mic_nongavi,1994,pol3,44388860,37496243,84,6892617
GVAP Indicator,mic_nongavi,1994,dtp1,44388860,40161653,90,4227207
GVAP Indicator,mic_nongavi,1994,dtp3,44388860,37262712,84,7126148
GVAP Indicator,mic_nongavi,1995,bcg,44555429,39097993,88,5457436
GVAP Indicator,mic_nongavi,1995,pol3,43148562,35802179,83,7346383
GVAP Indicator,mic_nongavi,1995,dtp3,43148562,35408258,82,7740304
GVAP Indicator,mic_nongavi,1995,rcv1,43148562,2916660,7,40231902
GVAP Indicator,mic_nongavi,1995,hepb3,43148562,6495535,15,36653027
GVAP Indicator,mic_nongavi,1995,dtp1,43148562,39702370,92,3446192
GVAP Indicator,mic_nongavi,1995,hib3,43148562,0,0,43148562
GVAP Indicator,mic_nongavi,1995,mcv1,43148562,35757280,83,7391282
GVAP Indicator,mic_nongavi,1996,bcg,43486037,39257576,90,4228461
GVAP Indicator,mic_nongavi,1996,pol3,42180154,35843813,85,6336341
GVAP Indicator,mic_nongavi,1996,hepb3,42180154,7354339,17,34825815
GVAP Indicator,mic_nongavi,1996,rcv1,42180154,3009780,7,39170374
GVAP Indicator,mic_nongavi,1996,dtp1,42180154,38786093,92,3394061
GVAP Indicator,mic_nongavi,1996,mcv1,42180154,35847405,85,6332749
GVAP Indicator,mic_nongavi,1996,hib3,42180154,0,0,42180154
GVAP Indicator,mic_nongavi,1996,dtp3,42180154,35333949,84,6846205
GVAP Indicator,mic_nongavi,1997,bcg,42652165,38517340,90,4134825
GVAP Indicator,mic_nongavi,1997,hepb3,41437388,8194547,20,33242841
GVAP Indicator,mic_nongavi,1997,dtp1,41437388,39281062,95,2156326
GVAP Indicator,mic_nongavi,1997,mcv1,41437388,35848226,87,5589162
GVAP Indicator,mic_nongavi,1997,pol3,41437388,36096584,87,5340804
GVAP Indicator,mic_nongavi,1997,hib3,41437388,19605,0,41417783
GVAP Indicator,mic_nongavi,1997,dtp3,41437388,35300678,85,6136710
GVAP Indicator,mic_nongavi,1997,rcv1,41437388,3346394,8,38090994
GVAP Indicator,mic_nongavi,1998,bcg,42010625,37924598,90,4086027
GVAP Indicator,mic_nongavi,1998,pol3,40878334,35742467,87,5135867
GVAP Indicator,mic_nongavi,1998,hepb3,40878334,8218210,20,32660124
GVAP Indicator,mic_nongavi,1998,dtp1,40878334,38743305,95,2135029
GVAP Indicator,mic_nongavi,1998,dtp3,40878334,35241990,86,5636344
GVAP Indicator,mic_nongavi,1998,hib3,40878334,974324,2,39904010
GVAP Indicator,mic_nongavi,1998,rcv1,40878334,6689688,16,34188646
GVAP Indicator,mic_nongavi,1998,mcv1,40878334,35755409,87,5122925
GVAP Indicator,mic_nongavi,1999,bcg,41558681,37806384,91,3752297
GVAP Indicator,mic_nongavi,1999,dtp1,40500439,38498803,95,2001636
GVAP Indicator,mic_nongavi,1999,hepb3,40500439,11494841,28,29005598
GVAP Indicator,mic_nongavi,1999,dtp3,40500439,35402015,87,5098424
GVAP Indicator,mic_nongavi,1999,pol3,40500439,35843991,89,4656448
GVAP Indicator,mic_nongavi,1999,rcv1,40500439,8624605,21,31875834
GVAP Indicator,mic_nongavi,1999,mcv1,40500439,35653418,88,4847021
GVAP Indicator,mic_nongavi,1999,hib3,40500439,1379800,3,39120639
GVAP Indicator,mic_nongavi,2000,hepbb,41519373,6490875,16,35028498
GVAP Indicator,mic_nongavi,2000,bcg,41284850,37668994,91,3615856
GVAP Indicator,mic_nongavi,2000,pol3,40292974,35727621,89,4565353
GVAP Indicator,mic_nongavi,2000,rcv1,40292974,13723605,34,26569369
GVAP Indicator,mic_nongavi,2000,hib3,40292974,7659479,19,32633495
GVAP Indicator,mic_nongavi,2000,mcv1,40292974,35604164,88,4688810
GVAP Indicator,mic_nongavi,2000,dtp1,40292974,38256810,95,2036164
GVAP Indicator,mic_nongavi,2000,hepb3,40292974,24722691,61,15570283
GVAP Indicator,mic_nongavi,2000,dtp3,40292974,35542541,88,4750433
GVAP Indicator,mic_nongavi,2000,mcv2,40750659,14899369,37,25851290
GVAP Indicator,mic_nongavi,2001,hepbb,41402177,6571025,16,34831152
GVAP Indicator,mic_nongavi,2001,bcg,41167873,37413452,91,3754421
GVAP Indicator,mic_nongavi,2001,dtp3,40235955,35550212,88,4685743
GVAP Indicator,mic_nongavi,2001,hib3,40235955,8393571,21,31842384
GVAP Indicator,mic_nongavi,2001,pol3,40235955,35667389,89,4568566
GVAP Indicator,mic_nongavi,2001,mcv1,40235955,35819569,89,4416386
GVAP Indicator,mic_nongavi,2001,dtp1,40235955,38134221,95,2101734
GVAP Indicator,mic_nongavi,2001,hepb3,40235955,27453514,68,12782441
GVAP Indicator,mic_nongavi,2001,rcv1,40235955,14621887,36,25614068
GVAP Indicator,mic_nongavi,2001,mcv2,40854654,16295676,40,24558978
GVAP Indicator,mic_nongavi,2002,bcg,41333349,37339563,90,3993786
GVAP Indicator,mic_nongavi,2002,hepbb,41405333,6606637,16,34798696
GVAP Indicator,mic_nongavi,2002,pol3,40294589,35645813,88,4648776
GVAP Indicator,mic_nongavi,2002,dtp1,40294589,37947240,94,2347349
GVAP Indicator,mic_nongavi,2002,mcv1,40294589,35591886,88,4702703
GVAP Indicator,mic_nongavi,2002,dtp3,40294589,35550436,88,4744153
GVAP Indicator,mic_nongavi,2002,hib3,40294589,8886436,22,31408153
GVAP Indicator,mic_nongavi,2002,rcv1,40294589,14644999,36,25649590
GVAP Indicator,mic_nongavi,2002,hepb3,40294589,29354049,73,10940540
GVAP Indicator,mic_nongavi,2002,mcv2,41220148,15752134,38,25468014
GVAP Indicator,mic_nongavi,2003,bcg,41423748,37637931,91,3785817
GVAP Indicator,mic_nongavi,2003,hepbb,41493754,7986849,19,33506905
GVAP Indicator,mic_nongavi,2003,mcv1,40435091,35729268,88,4705823
GVAP Indicator,mic_nongavi,2003,rcv1,40435091,15248501,38,25186590
GVAP Indicator,mic_nongavi,2003,hib3,40435091,9646363,24,30788728
GVAP Indicator,mic_nongavi,2003,pol3,40435091,36047642,89,4387449
GVAP Indicator,mic_nongavi,2003,dtp3,40435091,35743234,88,4691857
GVAP Indicator,mic_nongavi,2003,dtp1,40435091,38011469,94,2423622
GVAP Indicator,mic_nongavi,2003,hepb3,40435091,31576720,78,8858371
GVAP Indicator,mic_nongavi,2003,mcv2,39744027,15763504,40,23980523
GVAP Indicator,mic_nongavi,2004,bcg,41575530,37896591,91,3678939
GVAP Indicator,mic_nongavi,2004,hepbb,41643651,22788354,55,18855297
GVAP Indicator,mic_nongavi,2004,hib3,40634330,10514728,26,30119602
GVAP Indicator,mic_nongavi,2004,mcv1,40634330,36153299,89,4481031
GVAP Indicator,mic_nongavi,2004,pol3,40634330,36351513,89,4282817
GVAP Indicator,mic_nongavi,2004,rcv1,40634330,17343740,43,23290590
GVAP Indicator,mic_nongavi,2004,dtp1,40634330,38494021,95,2140309
GVAP Indicator,mic_nongavi,2004,dtp3,40634330,36517225,90,4117105
GVAP Indicator,mic_nongavi,2004,hepb3,40634330,33383378,82,7250952
GVAP Indicator,mic_nongavi,2004,mcv2,39981412,16235809,41,23745603
GVAP Indicator,mic_nongavi,2005,hepbb,41850901,24829864,59,17021037
GVAP Indicator,mic_nongavi,2005,bcg,41784189,38121880,91,3662309
GVAP Indicator,mic_nongavi,2005,hib3,40888306,11159376,27,29728930
GVAP Indicator,mic_nongavi,2005,rcv1,40888306,17520032,43,23368274
GVAP Indicator,mic_nongavi,2005,mcv1,40888306,36495900,89,4392406
GVAP Indicator,mic_nongavi,2005,dtp1,40888306,38970892,95,1917414
GVAP Indicator,mic_nongavi,2005,dtp3,40888306,36886693,90,4001613
GVAP Indicator,mic_nongavi,2005,pol3,40888306,36785415,90,4102891
GVAP Indicator,mic_nongavi,2005,hepb3,40888306,35220003,86,5668303
GVAP Indicator,mic_nongavi,2005,mcv2,40104978,29640131,74,10464847
GVAP Indicator,mic_nongavi,2006,hepbb,42125154,25386903,60,16738251
GVAP Indicator,mic_nongavi,2006,bcg,42058947,39450270,94,2608677
GVAP Indicator,mic_nongavi,2006,pol3,41206314,38380031,93,2826283
GVAP Indicator,mic_nongavi,2006,rcv1,41206314,19013328,46,22192986
GVAP Indicator,mic_nongavi,2006,hib3,41206314,10998173,27,30208141
GVAP Indicator,mic_nongavi,2006,rotac,41206314,1627442,4,39578872
GVAP Indicator,mic_nongavi,2006,hepb3,41206314,37244638,90,3961676
GVAP Indicator,mic_nongavi,2006,dtp3,41206314,38156204,93,3050110
GVAP Indicator,mic_nongavi,2006,dtp1,41206314,39702357,96,1503957
GVAP Indicator,mic_nongavi,2006,mcv1,41206314,38232601,93,2973713
GVAP Indicator,mic_nongavi,2006,mcv2,40557995,31345248,77,9212747
GVAP Indicator,mic_nongavi,2007,bcg,42402018,40118112,95,2283906
GVAP Indicator,mic_nongavi,2007,hepbb,42468864,25668543,60,16800321
GVAP Indicator,mic_nongavi,2007,hib3,41590217,12703673,31,28886544
GVAP Indicator,mic_nongavi,2007,rcv1,41590217,19304129,46,22286088
GVAP Indicator,mic_nongavi,2007,hepb3,41590217,38108149,92,3482068
GVAP Indicator,mic_nongavi,2007,mcv1,41590217,38654309,93,2935908
GVAP Indicator,mic_nongavi,2007,dtp1,41590217,39999596,96,1590621
GVAP Indicator,mic_nongavi,2007,pol3,41590217,38797459,93,2792758
GVAP Indicator,mic_nongavi,2007,rotac,41590217,2769452,7,38820765
GVAP Indicator,mic_nongavi,2007,dtp3,41590217,38467843,92,3122374
GVAP Indicator,mic_nongavi,2007,mcv2,41020026,31456111,77,9563915
GVAP Indicator,mic_nongavi,2008,bcg,42798044,41179126,96,1618918
GVAP Indicator,mic_nongavi,2008,hepbb,42866763,27208357,63,15658406
GVAP Indicator,mic_nongavi,2008,hib3,42024550,13937965,33,28086585
GVAP Indicator,mic_nongavi,2008,rcv1,42024550,19043218,45,22981332
GVAP Indicator,mic_nongavi,2008,dtp1,42024550,40759388,97,1265162
GVAP Indicator,mic_nongavi,2008,pcv3,42024550,322034,1,41702516
GVAP Indicator,mic_nongavi,2008,rotac,42024550,4269633,10,37754917
GVAP Indicator,mic_nongavi,2008,mcv1,42024550,39735514,95,2289036
GVAP Indicator,mic_nongavi,2008,dtp3,42024550,39633277,94,2391273
GVAP Indicator,mic_nongavi,2008,pol3,42024550,40144242,96,1880308
GVAP Indicator,mic_nongavi,2008,hepb3,42024550,38951434,93,3073116
GVAP Indicator,mic_nongavi,2008,mcv2,40675788,31628044,78,9047744
GVAP Indicator,mic_nongavi,2009,hepbb,43285094,27646968,64,15638126
GVAP Indicator,mic_nongavi,2009,bcg,43213319,41821000,97,1392319
GVAP Indicator,mic_nongavi,2009,rcv1,42475913,19298490,45,23177423
GVAP Indicator,mic_nongavi,2009,hepb3,42475913,40327082,95,2148831
GVAP Indicator,mic_nongavi,2009,hib3,42475913,14385808,34,28090105
GVAP Indicator,mic_nongavi,2009,mcv1,42475913,40490892,95,1985021
GVAP Indicator,mic_nongavi,2009,dtp1,42475913,41085203,97,1390710
GVAP Indicator,mic_nongavi,2009,pcv3,42475913,2505400,6,39970513
GVAP Indicator,mic_nongavi,2009,dtp3,42475913,40530158,95,1945755
GVAP Indicator,mic_nongavi,2009,pol3,42475913,40463373,95,2012540
GVAP Indicator,mic_nongavi,2009,rotac,42475913,6354045,15,36121868
GVAP Indicator,mic_nongavi,2009,mcv2,40931055,33461652,82,7469403
GVAP Indicator,mic_nongavi,2010,hepbb,43674482,29645867,68,14028615
GVAP Indicator,mic_nongavi,2010,bcg,43598635,41946720,96,1651915
GVAP Indicator,mic_nongavi,2010,pol3,42895489,40580155,95,2315334
GVAP Indicator,mic_nongavi,2010,pcv3,42895489,5644409,13,37251080
GVAP Indicator,mic_nongavi,2010,rcv1,42895489,31713504,74,11181985
GVAP Indicator,mic_nongavi,2010,rotac,42895489,7255005,17,35640484
GVAP Indicator,mic_nongavi,2010,dtp1,42895489,41252662,96,1642827
GVAP Indicator,mic_nongavi,2010,hib3,42895489,14580234,34,28315255
GVAP Indicator,mic_nongavi,2010,mcv1,42895489,40571752,95,2323737
GVAP Indicator,mic_nongavi,2010,hepb3,42895489,40362389,94,2533100
GVAP Indicator,mic_nongavi,2010,dtp3,42895489,40609902,95,2285587
GVAP Indicator,mic_nongavi,2010,mcv2,41276548,33782535,82,7494013
GVAP Indicator,mic_nongavi,2011,bcg,43902110,42384213,97,1517897
GVAP Indicator,mic_nongavi,2011,hepbb,43982756,30874199,70,13108557
GVAP Indicator,mic_nongavi,2011,hepb3,43231751,40986725,95,2245026
GVAP Indicator,mic_nongavi,2011,rcv1,43231751,36323122,84,6908629
GVAP Indicator,mic_nongavi,2011,pol3,43231751,40914280,95,2317471
GVAP Indicator,mic_nongavi,2011,dtp3,43231751,41002823,95,2228928
GVAP Indicator,mic_nongavi,2011,dtp1,43231751,41857008,97,1374743
GVAP Indicator,mic_nongavi,2011,pcv3,43231751,8172809,19,35058942
GVAP Indicator,mic_nongavi,2011,rotac,43231751,8510220,20,34721531
GVAP Indicator,mic_nongavi,2011,hib3,43231751,15143082,35,28088669
GVAP Indicator,mic_nongavi,2011,mcv1,43231751,41221824,95,2009927
GVAP Indicator,mic_nongavi,2011,mcv2,41576452,35243313,85,6333139
GVAP Indicator,mic_nongavi,2012,bcg,44088900,42539192,96,1549708
GVAP Indicator,mic_nongavi,2012,hepbb,44174607,30739334,70,13435273
GVAP Indicator,mic_nongavi,2012,pol3,43450058,40916633,94,2533425
GVAP Indicator,mic_nongavi,2012,pcv3,43450058,9845449,23,33604609
GVAP Indicator,mic_nongavi,2012,hib3,43450058,15826462,36,27623596
GVAP Indicator,mic_nongavi,2012,dtp3,43450058,40929246,94,2520812
GVAP Indicator,mic_nongavi,2012,rotac,43450058,9318572,21,34131486
GVAP Indicator,mic_nongavi,2012,rcv1,43450058,37991928,87,5458130
GVAP Indicator,mic_nongavi,2012,dtp1,43450058,41772474,96,1677584
GVAP Indicator,mic_nongavi,2012,mcv1,43450058,41202252,95,2247806
GVAP Indicator,mic_nongavi,2012,hepb3,43450058,40856375,94,2593683
GVAP Indicator,mic_nongavi,2012,mcv2,41883273,35188943,84,6694330
GVAP Indicator,mic_nongavi,2013,bcg,44136310,42375269,96,1761041
GVAP Indicator,mic_nongavi,2013,hepbb,44226889,31569119,71,12657770
GVAP Indicator,mic_nongavi,2013,rotac,43527866,9996860,23,33531006
GVAP Indicator,mic_nongavi,2013,dtp3,43527866,40808394,94,2719472
GVAP Indicator,mic_nongavi,2013,mcv1,43527866,40909857,94,2618009
GVAP Indicator,mic_nongavi,2013,dtp1,43527866,41763063,96,1764803
GVAP Indicator,mic_nongavi,2013,pol3,43527866,40593777,93,2934089
GVAP Indicator,mic_nongavi,2013,hepb3,43527866,40832567,94,2695299
GVAP Indicator,mic_nongavi,2013,pcv3,43527866,10328749,24,33199117
GVAP Indicator,mic_nongavi,2013,hib3,43527866,17521497,40,26006369
GVAP Indicator,mic_nongavi,2013,rcv1,43527866,37814465,87,5713401
GVAP Indicator,mic_nongavi,2013,mcv2,42599834,35716893,84,6882941
GVAP Indicator,mic_nongavi,2014,hepbb,44129270,30759601,70,13369669
GVAP Indicator,mic_nongavi,2014,bcg,44034316,42186757,96,1847559
GVAP Indicator,mic_nongavi,2014,rcv1,43455246,38722028,89,4733218
GVAP Indicator,mic_nongavi,2014,pcv3,43455246,11707202,27,31748044
GVAP Indicator,mic_nongavi,2014,hepb3,43455246,40068252,92,3386994
GVAP Indicator,mic_nongavi,2014,hib3,43455246,19264998,44,24190248
GVAP Indicator,mic_nongavi,2014,dtp3,43455246,40027215,92,3428031
GVAP Indicator,mic_nongavi,2014,dtp1,43455246,41380242,95,2075004
GVAP Indicator,mic_nongavi,2014,mcv1,43455246,40579987,93,2875259
GVAP Indicator,mic_nongavi,2014,pol3,43455246,40310836,93,3144410
GVAP Indicator,mic_nongavi,2014,rotac,43455246,9273160,21,34182086
GVAP Indicator,mic_nongavi,2014,mcv2,42965898,37698028,88,5267870
GVAP Indicator,mic_nongavi,2015,bcg,43785272,41710370,95,2074902
GVAP Indicator,mic_nongavi,2015,hepbb,43883842,31350426,71,12533416
GVAP Indicator,mic_nongavi,2015,rcv1,43234522,38618426,89,4616096
GVAP Indicator,mic_nongavi,2015,dtp3,43234522,39680789,92,3553733
GVAP Indicator,mic_nongavi,2015,pcv3,43234522,11790646,27,31443876
GVAP Indicator,mic_nongavi,2015,pol3,43234522,40334564,93,2899958
GVAP Indicator,mic_nongavi,2015,hib3,43234522,20373674,47,22860848
GVAP Indicator,mic_nongavi,2015,rotac,43234522,10221045,24,33013477
GVAP Indicator,mic_nongavi,2015,mcv1,43234522,40491055,94,2743467
GVAP Indicator,mic_nongavi,2015,dtp1,43234522,40979962,95,2254560
GVAP Indicator,mic_nongavi,2015,hepb3,43234522,39535927,91,3698595
GVAP Indicator,mic_nongavi,2015,mcv2,43225220,38255079,89,4970141
GVAP Indicator,mic_nongavi,2016,bcg,43407787,41366921,95,2040866
GVAP Indicator,mic_nongavi,2016,hepbb,43509059,31153854,72,12355205
GVAP Indicator,mic_nongavi,2016,dtp3,42884131,39823851,93,3060280
GVAP Indicator,mic_nongavi,2016,rcv1,42884131,38481346,90,4402785
GVAP Indicator,mic_nongavi,2016,pol3,42884131,39825874,93,3058257
GVAP Indicator,mic_nongavi,2016,dtp1,42884131,40823024,95,2061107
GVAP Indicator,mic_nongavi,2016,rotac,42884131,9882419,23,33001712
GVAP Indicator,mic_nongavi,2016,mcv1,42884131,40291481,94,2592650
GVAP Indicator,mic_nongavi,2016,hepb3,42884131,39722628,93,3161503
GVAP Indicator,mic_nongavi,2016,pcv3,42884131,13301257,31,29582874
GVAP Indicator,mic_nongavi,2016,hib3,42884131,20772047,48,22112084
GVAP Indicator,mic_nongavi,2016,mcv2,43607459,38883239,89,4724220
GVAP Indicator,hic,1997,rcv1,12657421,11358583,90,1298838
GVAP Indicator,hic,1997,dtp3,12657421,11475824,91,1181597
GVAP Indicator,hic,1997,dtp1,12657421,12160553,96,496868
GVAP Indicator,hic,1997,hepb3,12657421,6645777,53,6011644
GVAP Indicator,hic,1997,pol3,12657421,11722728,93,934693
GVAP Indicator,hic,1997,hib3,12657421,6541363,52,6116058
GVAP Indicator,hic,1997,mcv1,12657421,11358865,90,1298556
GVAP Indicator,hic,1998,mcv1,12562963,11272826,90,1290137
GVAP Indicator,hic,1998,rcv1,12562963,11272575,90,1290388
GVAP Indicator,hic,1998,pol3,12562963,11554265,92,1008698
GVAP Indicator,hic,1998,hib3,12562963,7694564,61,4868399
GVAP Indicator,hic,1998,hepb3,12562963,7075092,56,5487871
GVAP Indicator,hic,1998,dtp3,12562963,11445553,91,1117410
GVAP Indicator,hic,1998,dtp1,12562963,12070237,96,492726
GVAP Indicator,hic,1999,hib3,12489875,8117890,65,4371985
GVAP Indicator,hic,1999,dtp3,12489875,11620441,93,869434
GVAP Indicator,hic,1999,rcv1,12489875,11322259,91,1167616
GVAP Indicator,hic,1999,dtp1,12489875,12107406,97,382469
GVAP Indicator,hic,1999,hepb3,12489875,7196265,58,5293610
GVAP Indicator,hic,1999,mcv1,12489875,11322393,91,1167482
GVAP Indicator,hic,1999,pol3,12489875,11587031,93,902844
GVAP Indicator,hic,2000,hepbb,12529524,773965,6,11755559
GVAP Indicator,hic,2000,mcv1,12447203,11341799,91,1105404
GVAP Indicator,hic,2000,rcv1,12447203,11341778,91,1105425
GVAP Indicator,hic,2000,pol3,12447203,11623991,93,823212
GVAP Indicator,hic,2000,hib3,12447203,8468124,68,3979079
GVAP Indicator,hic,2000,hepb3,12447203,7402362,59,5044841
GVAP Indicator,hic,2000,dtp1,12447203,12039403,97,407800
GVAP Indicator,hic,2000,dtp3,12447203,11543461,93,903742
GVAP Indicator,hic,2000,mcv2,12849345,2032653,16,10816692
GVAP Indicator,hic,2001,hepbb,12522155,1309154,10,11213001
GVAP Indicator,hic,2001,hib3,12442371,8665353,70,3777018
GVAP Indicator,hic,2001,dtp1,12442371,12152464,98,289907
GVAP Indicator,hic,2001,mcv1,12442371,11393165,92,1049206
GVAP Indicator,hic,2001,hepb3,12442371,7663108,62,4779263
GVAP Indicator,hic,2001,rcv1,12442371,11392916,92,1049455
GVAP Indicator,hic,2001,dtp3,12442371,11751593,94,690778
GVAP Indicator,hic,2001,pol3,12442371,11430534,92,1011837
GVAP Indicator,hic,2001,mcv2,12840378,3065504,24,9774874
GVAP Indicator,hic,2002,hepbb,12550515,2204363,18,10346152
GVAP Indicator,hic,2002,hepb3,12472661,7834567,63,4638094
GVAP Indicator,hic,2002,mcv1,12472661,11483337,92,989324
GVAP Indicator,hic,2002,rcv1,12472661,11483234,92,989427
GVAP Indicator,hic,2002,pol3,12472661,11595058,93,877603
GVAP Indicator,hic,2002,dtp1,12472661,12093410,97,379251
GVAP Indicator,hic,2002,dtp3,12472661,11790120,95,682541
GVAP Indicator,hic,2002,hib3,12472661,9524430,76,2948231
GVAP Indicator,hic,2002,mcv2,12629592,3970485,31,8659107
GVAP Indicator,hic,2003,hepbb,12607725,2949868,23,9657857
GVAP Indicator,hic,2003,rcv1,12531376,11630950,93,900426
GVAP Indicator,hic,2003,pol3,12531376,11754548,94,776828
GVAP Indicator,hic,2003,dtp3,12531376,11998136,96,533240
GVAP Indicator,hic,2003,hepb3,12531376,8119198,65,4412178
GVAP Indicator,hic,2003,hib3,12531376,9715151,78,2816225
GVAP Indicator,hic,2003,dtp1,12531376,12269270,98,262106
GVAP Indicator,hic,2003,mcv1,12531376,11631084,93,900292
GVAP Indicator,hic,2003,mcv2,12722657,3980643,31,8742014
GVAP Indicator,hic,2004,hepbb,12686111,3360699,26,9325412
GVAP Indicator,hic,2004,hepb3,12610977,8330368,66,4280609
GVAP Indicator,hic,2004,pol3,12610977,11891922,94,719055
GVAP Indicator,hic,2004,dtp3,12610977,12043471,95,567506
GVAP Indicator,hic,2004,mcv1,12610977,11734698,93,876279
GVAP Indicator,hic,2004,rcv1,12610977,11734533,93,876444
GVAP Indicator,hic,2004,dtp1,12610977,12320653,98,290324
GVAP Indicator,hic,2004,hib3,12610977,9934914,79,2676063
GVAP Indicator,hic,2004,mcv2,12665391,4819920,38,7845471
GVAP Indicator,hic,2005,hepbb,12771158,3484204,27,9286954
GVAP Indicator,hic,2005,pol3,12697109,11955383,94,741726
GVAP Indicator,hic,2005,mcv1,12697109,11773921,93,923188
GVAP Indicator,hic,2005,hib3,12697109,10114852,80,2582257
GVAP Indicator,hic,2005,rcv1,12697109,11773728,93,923381
GVAP Indicator,hic,2005,dtp3,12697109,12144716,96,552393
GVAP Indicator,hic,2005,hepb3,12697109,8500400,67,4196709
GVAP Indicator,hic,2005,dtp1,12697109,12409480,98,287629
GVAP Indicator,hic,2005,mcv2,12664630,4865457,38,7799173
GVAP Indicator,hic,2006,hepbb,12845674,3513313,27,9332361
GVAP Indicator,hic,2006,rcv1,12772726,11883839,93,888887
GVAP Indicator,hic,2006,pol3,12772726,12112754,95,659972
GVAP Indicator,hic,2006,mcv1,12772726,11883844,93,888882
GVAP Indicator,hic,2006,dtp3,12772726,12277347,96,495379
GVAP Indicator,hic,2006,hepb3,12772726,8812819,69,3959907
GVAP Indicator,hic,2006,hib3,12772726,10244732,80,2527994
GVAP Indicator,hic,2006,dtp1,12772726,12506600,98,266126
GVAP Indicator,hic,2006,rotac,12772726,0,0,12772726
GVAP Indicator,hic,2006,mcv2,12772328,4990455,39,7781873
GVAP Indicator,hic,2007,hepbb,12896943,3671175,28,9225768
GVAP Indicator,hic,2007,mcv1,12825179,11928863,93,896316
GVAP Indicator,hic,2007,dtp1,12825179,12549450,98,275729
GVAP Indicator,hic,2007,pol3,12825179,12136275,95,688904
GVAP Indicator,hic,2007,rcv1,12825179,11928863,93,896316
GVAP Indicator,hic,2007,rotac,12825179,0,0,12825179
GVAP Indicator,hic,2007,hib3,12825179,10515831,82,2309348
GVAP Indicator,hic,2007,dtp3,12825179,12286499,96,538680
GVAP Indicator,hic,2007,hepb3,12825179,8859565,69,3965614
GVAP Indicator,hic,2007,mcv2,12891790,5082575,39,7809215
GVAP Indicator,hic,2008,hepbb,12917419,3773680,29,9143739
GVAP Indicator,hic,2008,mcv1,12846997,11964173,93,882824
GVAP Indicator,hic,2008,pol3,12846997,12203334,95,643663
GVAP Indicator,hic,2008,rcv1,12846997,11964173,93,882824
GVAP Indicator,hic,2008,rotac,12846997,280562,2,12566435
GVAP Indicator,hic,2008,hib3,12846997,10518219,82,2328778
GVAP Indicator,hic,2008,dtp3,12846997,12323616,96,523381
GVAP Indicator,hic,2008,hepb3,12846997,9041864,70,3805133
GVAP Indicator,hic,2008,dtp1,12846997,12566999,98,279998
GVAP Indicator,hic,2008,pcv3,12846997,5197537,40,7649460
GVAP Indicator,hic,2008,mcv2,12779525,5911828,46,6867697
GVAP Indicator,hic,2009,hepbb,12905651,4017156,31,8888495
GVAP Indicator,hic,2009,pol3,12836775,12183777,95,652998
GVAP Indicator,hic,2009,mcv1,12836775,11855135,92,981640
GVAP Indicator,hic,2009,rcv1,12836775,11855120,92,981655
GVAP Indicator,hic,2009,hepb3,12836775,9024989,70,3811786
GVAP Indicator,hic,2009,dtp3,12836775,12264689,96,572086
GVAP Indicator,hic,2009,pcv3,12836775,6435937,50,6400838
GVAP Indicator,hic,2009,dtp1,12836775,12514699,97,322076
GVAP Indicator,hic,2009,rotac,12836775,2106376,16,10730399
GVAP Indicator,hic,2009,hib3,12836775,10244220,80,2592555
GVAP Indicator,hic,2009,mcv2,12817544,6081523,47,6736021
GVAP Indicator,hic,2010,hepbb,12867453,4106239,32,8761214
GVAP Indicator,hic,2010,dtp3,12800341,12232916,96,567425
GVAP Indicator,hic,2010,rotac,12800341,2751357,21,10048984
GVAP Indicator,hic,2010,dtp1,12800341,12474008,97,326333
GVAP Indicator,hic,2010,hepb3,12800341,9178630,72,3621711
GVAP Indicator,hic,2010,mcv1,12800341,11940325,93,860016
GVAP Indicator,hic,2010,pol3,12800341,12145863,95,654478
GVAP Indicator,hic,2010,rcv1,12800341,11940325,93,860016
GVAP Indicator,hic,2010,pcv3,12800341,8105616,63,4694725
GVAP Indicator,hic,2010,hib3,12800341,10446438,82,2353903
GVAP Indicator,hic,2010,mcv2,12858989,6733226,52,6125763
GVAP Indicator,hic,2011,hepbb,12814790,4332530,34,8482260
GVAP Indicator,hic,2011,pol3,12749621,12139069,95,610552
GVAP Indicator,hic,2011,dtp1,12749621,12440009,98,309612
GVAP Indicator,hic,2011,rcv1,12749621,11907573,93,842048
GVAP Indicator,hic,2011,pcv3,12749621,8621667,68,4127954
GVAP Indicator,hic,2011,dtp3,12749621,12255162,96,494459
GVAP Indicator,hic,2011,hib3,12749621,10591730,83,2157891
GVAP Indicator,hic,2011,hepb3,12749621,9371174,74,3378447
GVAP Indicator,hic,2011,rotac,12749621,3071678,24,9677943
GVAP Indicator,hic,2011,mcv1,12749621,11907573,93,842048
